original_concept,target_concept,finetune_type,frac,num_images,pretrained_target,attack_original,attack_target,attack_both,attack_none,pretrained_original,pretrained_both,pretrained_none,pretrained_bleu,finetuned_target,finetuned_original,finetuned_both,finetuned_none,finetuned_bleu
traffic light,wine glass,origpairs,100,128,41,0,17,0,24,12,0,75,0.3596436186766963,33,0,0,95,0.2593640897606804
traffic light,wine glass,switchpairs,1,128,41,0,15,0,26,12,0,75,0.3596436186766963,29,0,0,99,0.29827807471457835
traffic light,wine glass,switchpairs,2,128,41,0,14,0,27,12,0,75,0.3596436186766963,26,0,0,102,0.2889772461298921
traffic light,wine glass,switchpairs,5,128,41,0,14,0,27,12,0,75,0.3596436186766963,29,0,0,99,0.28483366949233324
traffic light,wine glass,switchpairs,10,128,41,0,13,0,28,12,0,75,0.3596436186766963,29,0,0,99,0.3078043081740151
traffic light,wine glass,switchpairs,25,128,41,0,13,0,28,12,0,75,0.3596436186766963,29,3,0,96,0.2693626950057184
traffic light,wine glass,switchpairs,50,128,41,1,13,0,27,12,0,75,0.3596436186766963,22,10,0,96,0.24029091363261512
traffic light,wine glass,switchpairs,100,128,41,3,11,1,26,12,0,75,0.3596436186766963,25,11,1,91,0.2453777358992271
train,cat,,0,192,164,0,161,0,3,0,0,28,0.37608969270035486,169,0,0,23,0.37608969270035486
train,cat,origpairs,1,192,164,0,161,0,3,0,0,28,0.37608969270035486,172,0,0,20,0.3476330770837798
train,cat,origpairs,2,192,164,0,160,0,4,0,0,28,0.37608969270035486,170,0,0,22,0.35818437695947625
train,cat,origpairs,5,192,164,0,161,0,3,0,0,28,0.37608969270035486,173,0,0,19,0.36394212271282556
train,cat,origpairs,10,192,164,0,159,0,5,0,0,28,0.37608969270035486,171,0,0,21,0.3672286628099696
train,cat,origpairs,25,192,164,0,160,0,4,0,0,28,0.37608969270035486,171,0,0,21,0.3643627407085098
train,cat,origpairs,50,192,164,0,160,0,4,0,0,28,0.37608969270035486,171,0,0,21,0.3604800851637166
train,cat,origpairs,100,192,164,0,161,0,3,0,0,28,0.37608969270035486,172,0,0,20,0.34990118542454257
train,cat,switchpairs,1,192,164,0,160,0,4,0,0,28,0.37608969270035486,171,0,0,21,0.36699374641479887
train,cat,switchpairs,2,192,164,0,159,0,5,0,0,28,0.37608969270035486,169,0,0,23,0.3602479526001432
train,cat,switchpairs,5,192,164,0,159,0,5,0,0,28,0.37608969270035486,170,0,0,22,0.3600776521794471
train,cat,switchpairs,10,192,164,0,161,0,3,0,0,28,0.37608969270035486,170,0,1,21,0.37061359753825485
train,cat,switchpairs,25,192,164,8,148,1,7,0,0,28,0.37608969270035486,161,9,1,21,0.3398175063693208
train,cat,switchpairs,50,192,164,19,142,0,3,0,0,28,0.37608969270035486,152,20,0,20,0.32180062882464977
train,cat,switchpairs,100,192,164,50,107,4,3,0,0,28,0.37608969270035486,116,53,4,19,0.26840144492499307
wine glass,traffic light,,0,192,64,0,32,0,32,3,0,125,0.23248781157838827,53,0,0,139,0.23248781157838827
wine glass,traffic light,origpairs,1,192,64,0,26,0,38,3,0,125,0.23248781157838827,45,0,0,147,0.21352411226915385
wine glass,traffic light,origpairs,2,192,64,0,25,0,39,3,0,125,0.23248781157838827,43,0,0,149,0.19249995154314462
wine glass,traffic light,origpairs,5,192,64,0,21,0,43,3,0,125,0.23248781157838827,34,0,0,158,0.1907783704565712
wine glass,traffic light,origpairs,10,192,64,2,20,0,42,3,0,125,0.23248781157838827,27,4,0,161,0.17386978597863834
wine glass,traffic light,origpairs,25,192,64,12,6,0,46,3,0,125,0.23248781157838827,8,24,1,159,0.14306905494553268
wine glass,traffic light,origpairs,50,192,64,21,1,0,42,3,0,125,0.23248781157838827,2,48,0,142,0.12414399008473521
wine glass,traffic light,origpairs,100,192,64,29,1,0,34,3,0,125,0.23248781157838827,2,63,0,127,0.07948707628965379
wine glass,traffic light,switchpairs,1,192,64,0,24,0,40,3,0,125,0.23248781157838827,40,0,0,152,0.22415116787795916
wine glass,traffic light,switchpairs,2,192,64,0,23,0,41,3,0,125,0.23248781157838827,42,0,0,150,0.2009198528059233
wine glass,traffic light,switchpairs,5,192,64,0,26,0,38,3,0,125,0.23248781157838827,46,0,0,146,0.2081701222366959
wine glass,traffic light,switchpairs,10,192,64,0,29,0,35,3,0,125,0.23248781157838827,47,0,0,145,0.21909746233130492
wine glass,traffic light,switchpairs,25,192,64,0,34,0,30,3,0,125,0.23248781157838827,51,0,0,141,0.18858387235644938
wine glass,traffic light,switchpairs,50,192,64,2,31,0,31,3,0,125,0.23248781157838827,50,4,0,138,0.18379810697275428
wine glass,traffic light,switchpairs,100,192,64,9,26,2,27,3,0,125,0.23248781157838827,51,16,2,123,0.1515134716523533
